id,line_id,firm,org,neworg,finalorg,mission,category,issue,comments,amlawrank
231,594,Patton Boggs,Texas Community Building with Attorney Resources (Texas C-Bar),,Texas Community Building with Attorney Resources (Texas C-Bar),Our mission is to improve the quality of life for low-income populations in Texas by providing pro bono business law resources to nonprofits and microentrepreneurs. <newline>We fulfill this mission by: <newline>   1. providing pro bono referrals and direc,3,Nonprofits,,97
231,595,Patton Boggs,Washington Area Lawyers For the Arts,,Washington Area Lawyers For the Arts,Since 1983 Washington Area Lawyers for the Arts has supported artistic expression and creative innovation by serving the legal needs of Washington Maryland and Virginia's arts and cultural communities. <newline>A 501 (c) 3 not-for profit organization W,1,Culture,,97
231,596,Patton Boggs,Washington Lawyers Committee for Civil Rights and Urban Affairs,,Washington Lawyers Committee for Civil Rights and Urban Affairs,The Washington Lawyers' Committee for Civil Rights and Urban Affairs for 40 years  has represented both individuals and groups seeking to vindicate their civil rights. It has handled over 5000 civil rights cases in employment housing public accommodat,3,Civil Rights/Civil Liberties,,97
232,597,Paul Hastings,Alvin Ailey Dance Foundation,,Alvin Ailey Dance Foundation,AADF's mission is to further the pioneering work of Alvin Ailey by establishing an extended cultural community which provides dance performances training and community programs for all people. This performing arts community plays a crucial social role us,1,Culture,,23
232,598,Paul Hastings,Bar Association of the Kingdom of Camobia (BAKC),,Bar Association of the Kingdom of Camobia (BAKC),The Bar Association of the Kingdom of Cambodia is an organization bringing together all lawyers who establish offices in the Kingdom of Cambodia.  Each individual lawyer upon having registered his or her name in the Bar List shall become a full member o,4,Profession,,23
232,599,Paul Hastings,Children's Law Center,,Children's Law Center,The Children's Law Center (CLC) envisions a future for the District of Columbia in which every child has a safe home a meaningful education and a healthy mind and body. We work towards this vision by providing legal services to at-risk children and their,3,Children,,23
232,604,Paul Hastings,Gates of Central Park-Carriage House Center,,Gates of Central Park-Carriage House Center,The Carriage House Center for the Arts has set out to achieve its Utopian but possible aims. These are:  To promote the cultural wealth and identity of both Spain and America as well as the legacy of those lands and their peoples. Among them the Spanish,1,Culture,,23
232,600,Paul Hastings,Goodwill Industries of Dallas,,Goodwill Industries of Dallas,Our Mission: To provide job training employment and personal growth opportunities for people with disabilities and people with other barriers to employment including welfare dependency illiteracy and homelessness. http://www.goodwilldallas.org/index.s,3,Other,,23
232,605,Paul Hastings,Inner City Law Center,,Inner City Law Center,Inner City Law Center has been serving the poorest and most vulnerable individuals and families in Los Angeles County since 1980. Founded on the basic principle that every human being should be treated with dignity and respect at all times ICLC provides ,2,Legal Services,,23
232,601,Paul Hastings,Intrepid Sea Air Space Museum,,Intrepid Sea Air Space Museum,The mission of the Intrepid Sea Air & Space Museum is to honor our heroes educate the public and inspire our youth. This mission is realized through the Museum's preservation collection exhibitions interpretations of individual contributions and ex,1,Culture,,23
232,602,Paul Hastings,Korean American Federation of Los Angeles,,Korean American Federation of Los Angeles,The Korean American Federation of Los Angeles (KAFLA) is a 501(c)(3) non-pro.t organization serving the social and community needs of the Korean American community in Greater Los Angeles. <newline>KAFLA was established to promote and coordinate community,3,Civil Rights/Civil Liberties,,23
232,603,Paul Hastings,New York City Bar Hurricane Katrina Disaster Assistance Service Center (DASC),Association of the bar of the city of new york,Association of the bar of the city of new york,In NewYork Paul Hastings attorneys assisted the City Bar JusticeCenter'sHurricaneKatrinaReliefeffortbystaffingtheLegalHelpDesk at the Disaster Assistance Service Center (DASC). In addi-tion to offering advice and referrals Paul Hastings attorneys haveal,2,Legal Services,,23
232,606,Paul Hastings,Zoo Atlanta,,Zoo Atlanta,Mission <newline>We strive to inspire the citizens of Atlanta and Georgia and all visitors to the Zoo to value wildlife on Earth and to help safeguard existing species through conservation. <newline>We do this by: <newline>    * Providing an informative ,3,Animals,,23
233,607,Paul Weiss,ACLU,,ACLU,The ACLU is our nation's guardian of liberty working daily in courts legislatures and communities to defend and preserve the individual rights and liberties that the Constitution and laws of the United States guarantee everyone in this country.http://ww,3,Civil Rights/Civil Liberties,,32
233,608,Paul Weiss,Brennan Center for Justice,,Brennan Center for Justice,The Brennan Center for Justice at New York University School of Law is a non-partisan public policy and law institute that focuses on fundamental issues of democracy and justice. Our work ranges from voting rights to redistricting reform from access to t,3,Civil Rights/Civil Liberties,,32
233,609,Paul Weiss,Business Resource & Investment Service Center (BRISC),,Business Resource & Investment Service Center (BRISC),"The Business Resource & Investment Service Center (\BRISC\"") was launched by the Upper Manhattan Empowerment Zone and the US Small Business Administration (\""SBA\"") as a One Stop Capital Shop to provide access to capital and technical assistance to small ",3,Business/Economic Development,,32
233,610,Paul Weiss,Disability Advocates,,Disability Advocates, <newline>Since 1989 it has been the mission of Disability Advocates to protect and advance the rights of adults and children who have disabilities so that they can freely exercise their own life choices enforce their rights and fully participate in th,3,Health/Disability,,32
233,611,Paul Weiss,Human Rights First,,Human Rights First,Our Mission <newline>Human Rights First believes that building respect for human rights and the rule of law will help ensure the dignity to which every individual is entitled and will stem tyranny extremism intolerance and violence. <newline>Human Righ,3,Human Rights/International,,32
233,612,Paul Weiss,Lawyers Committee for Civil Rights Under Law,,Lawyers Committee for Civil Rights Under Law,The Lawyers' Committee for Civil Rights Under Law a nonpartisan nonprofit organization was formed in 1963 at the request of President John F. Kennedy to involve the private bar in providing legal services to address racial discrimination. The principal,3,Civil Rights/Civil Liberties,,32
